document_id,paragraph_id,doc_str,term_count
01_004_12c_059,2,bad get questions know understand understanding like surface level points,8
01_004_12c_059,3,clear engage students discussion continue like ask text evidence ask something gloss things students misconceptions important make sure students things provide feedback students something great wrong case make sure able fix thinking continue want applaud something grow little bit kind take next level umm new job text evidence great text evidence misunderstanding see let look line number kind text look kind move students look text look wrong question way able work look text revise thinking answer way guide text evidence skills start timer um way students able thinking make sense,108
01_004_12c_059,4,something age group sure expect middle school classroom discussion facilitator role kind sit watch like get elementary level text kind thing know much like show show,20
01_004_12c_059,5,questions point students experience sort idea text paragraph point cover's ask someone get new job question lie detector results go part text look text lie detector look text find hands clammy heart something lines,39
01_004_12c_059,6,hmm,1
01_004_12c_059,7,similar new student kind clarify misconception tell kind strong foot author new student intern begin parts text think student turn find um refer paragraph cover lie lie detector results results kind students question case first question question let find story true say paragraph author share anything make think kind questions point right direction students look minutes know case appropriate let look read time able look short text pretty kind clear,80
01_004_12c_059,8,good,1
01_004_12c_059,9,ask first question calm paragraph relaxed say,8
01_004_12c_059,10,um say,2
01_004_12c_059,11,calm relaxed,2
01_004_12c_059,12,relax um say moment,3
01_004_12c_059,13,calm lie detector results right question lie detector walk minutes practice questions alleviate misconceptions right,18
01_004_12c_062,2,hi,0
01_004_12c_062,4,good time,3
01_004_12c_062,5,good good sign,3
01_004_12c_062,7,start something students textual evidence make thinking beginning nervous first thing direct text great job students answer wrong excited new job textual evidence think great job textual evidence keep work students wrong answer wrong answer answer show model model drop model chat follow student give wrong answer excited new job first thing thank say thank evidence text tell textual evidence first thing probe tell tell text use textual evidence next thing give wrong textual evidence wrong claim give evidence claim incorrect say evidence text tell something different evidence text tell something different second chance go text find textual evidence support support different answer scaffold additional support guide text read paragraph learn learn paragraph level scaffold purpose student probe give correct answer sense,158
01_004_12c_062,9,model,1
01_004_12c_062,10,kind allows student think kind surface level thinking evidence text kind allows nitpick certain words overall picture words author character author direct students think readers think certain character person person story good supply students kind trouble kind give overall hint paragraph learn student kind think way gentle push,43
01_004_12c_062,11,let practice let practice teacher ask likely feeling lie detector results student,22
01_004_12c_062,12,likely feel lie detector results,9
01_004_12c_062,13,calm,1
01_004_12c_062,14,think calm thank think text think calm,11
01_004_12c_062,15,paragraph hmm,2
01_004_12c_062,16,falsified lie detector results main premise kind think lie detector results nervousness main point paragraph paragraph,18
01_004_12c_062,17,give push send text second time,7
01_004_12c_062,18,give push send,2
01_004_12c_062,19,push send text second time say,9
01_004_12c_062,20,evidence textbook support,2
01_004_12c_062,21,go,0
01_004_12c_062,22,evidence text tell something different,7
01_004_12c_062,23,heart nervous hmm,4
01_004_12c_062,24,good able find description nervousness thoughts lie detector results calm,10
01_004_12c_062,25,practice practice second time remember press questions allow students think remember follow script practice get chance start simulation beginning questions,22
01_004_12c_062,26,oh sorry second question get third question want start third question go beginning,12
01_004_12c_062,27,go beginning get third question,2
01_004_12c_064,1,go,0
01_004_12c_064,2,part trouble words say,2
01_004_12c_064,3,students textual evidence students answer correct incorrect example excited new job response text perfect great jazz give correct answer nervous think nervous good job textual evidence work today students incorrect answer support teachers students,50
